,username,text
7494,wildfire bot  ca    unofficial   , perezfire unofficial new fire report  details uncertain   modoccounty     mi sse of newell  ca     mi ne of redding  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com f irvrxgtc
7495,dan lyke,still breathing smoke      
7496,mult co fire ems log,med   medical at     block of nw broadway   portland  or  portland fire  rp                    pdx   
7497,katy,so heartbreaking  eastwind screenprint is selling shirts in support of the victims  families    borderline bar   grill   
7498,mult co fire ems log,med   medical at     block of ne   th ave  portland  or  portland fire  rp                    pdx   
7499,mult co fire ems log,med   medical at      block of se henry st  portland  or  portland fire  rp                    pdx   
7500,mult co fire ems log,med   medical at   n center court st  portland  or  portland fire  rp                    pdx   
7501,giselle lampe,in   days california has gone through terrible tragedies and lost    people thus far in the combined fires and shootings  thousandoaksshooting  thousandoaksfire  campfire  paradiseonfire    
7502,skyway playhouse, repost  visitcamarillo with get repost     we are a community of proven strength and resilience  together  we will prove this once again  for those in need of safe place or smoke masks    
7503,sanch ,click the link in my bio    my brother and his family need all the help they can get right now  they have lost their home in the malibu fires and need all the support they can get  they    
7504,mult co fire ems log,med   medical at      block of sw moody ave  portland  or  portland fire  rp                    pdx   
7505,mult co fire ems log,med   medical at      block of sw stephenson st  portland  or  portland fire  rp                    pdx   
7506,matthew taplinger,memorial for victims of the  borderlinebarandgrill shooting at the sight of last thursday night s incident               thousandoaks  ca    guncontrol  veteransday  inmemoriam      
7507,knotch aka timeless,praying for all my people out there who are dealing with these fires  if you need this kind of help please reach out to  cstyletheboss   los angeles  california   
7508,sanch ,click the link in my bio    my brother and his family need all the help they can get right now  they have lost their home in the malibu fires and need all the support they can get  they    
7509,courtney kreider, campfire cooks up a       acre spot fire overnight   reporter  californiawildfires  buttecounty   cherokee  california   
7510,edward ricourt,update  managed to go home for    minutes and grab what was important to me  god bless the fire department who  fought off a fire coming from two directions  gaining control only a few    
7511,wildfire bot  ca    unofficial   , oakfire unofficial new fire report  details uncertain   placercounty  near colfax  ca     mi ne of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com ofbqbidque
7512,neysa smith,this touched my heart  i have friends in and around the fire zone near calabasas malibu  it terrifies me to think of the destruction        yuma  arizona   
7513,wildfire bot  ca    unofficial   , brownellfire unofficial new fire report  details uncertain   siskiyoucounty  near dorris  ca     mi nne of redding  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com xqzrz cbfi
7514,oxnard weather,smoke    clear sky wind   mph      mph
7515,anne linstatter,still in shock over this fire that roared from  hwy    south all the way to  pointdume    taking out houses including lee   leo s   woolseyfire  californiafires  malibu   malibu  california   
7516,mult co fire ems log,med   medical at     block of nw broadway   portland  or  portland fire  rp                    pdx   
7517,katy,so heartbreaking  eastwind screenprint is selling shirts in support of the victims  families    borderline bar   grill   
7518,mult co fire ems log,med   medical at     block of ne   th ave  portland  or  portland fire  rp                    pdx   
7519,mult co fire ems log,med   medical at      block of se henry st  portland  or  portland fire  rp                    pdx   
7520,mult co fire ems log,med   medical at   n center court st  portland  or  portland fire  rp                    pdx   
7521,giselle lampe,in   days california has gone through terrible tragedies and lost    people thus far in the combined fires and shootings  thousandoaksshooting  thousandoaksfire  campfire  paradiseonfire    
7522,skyway playhouse, repost  visitcamarillo with get repost     we are a community of proven strength and resilience  together  we will prove this once again  for those in need of safe place or smoke masks    
7523,sanch ,click the link in my bio    my brother and his family need all the help they can get right now  they have lost their home in the malibu fires and need all the support they can get  they    
7524,mult co fire ems log,med   medical at      block of sw moody ave  portland  or  portland fire  rp                    pdx   
7525,mult co fire ems log,med   medical at      block of sw stephenson st  portland  or  portland fire  rp                    pdx   
7526,matthew taplinger,memorial for victims of the  borderlinebarandgrill shooting at the sight of last thursday night s incident               thousandoaks  ca    guncontrol  veteransday  inmemoriam      
7527,knotch aka timeless,praying for all my people out there who are dealing with these fires  if you need this kind of help please reach out to  cstyletheboss   los angeles  california   
7528,sanch ,click the link in my bio    my brother and his family need all the help they can get right now  they have lost their home in the malibu fires and need all the support they can get  they    
7529,courtney kreider, campfire cooks up a       acre spot fire overnight   reporter  californiawildfires  buttecounty   cherokee  california   
7530,edward ricourt,update  managed to go home for    minutes and grab what was important to me  god bless the fire department who  fought off a fire coming from two directions  gaining control only a few    
7531,wildfire bot  ca    unofficial   , oakfire unofficial new fire report  details uncertain   placercounty  near colfax  ca     mi ne of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com ofbqbidque
7532,neysa smith,this touched my heart  i have friends in and around the fire zone near calabasas malibu  it terrifies me to think of the destruction        yuma  arizona   
7533,wildfire bot  ca    unofficial   , brownellfire unofficial new fire report  details uncertain   siskiyoucounty  near dorris  ca     mi nne of redding  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com xqzrz cbfi
7534,oxnard weather,smoke    clear sky wind   mph      mph
7535,anne linstatter,still in shock over this fire that roared from  hwy    south all the way to  pointdume    taking out houses including lee   leo s   woolseyfire  californiafires  malibu   malibu  california   
